,Id,protoform,DoT,DoS,DoF,symptom
1,1.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_20_-related features at medium level.",0.0,0.44,0.7041977634006612,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_20_-related features at high level.",0.0,0.4666666666666667,0.7041977634006612,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_20_-related features at low level.",0.0,0.10333333333333333,0.0578519720109462,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_20_-related features at medium level.",0.0,0.1,0.0578519720109462,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_20_-related features at high level.",1.0,0.11666666666666667,0.0578519720109462,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_20_-related features at low level.",0.0,0.10666666666666667,0.23461693125505925,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_20_-related features at medium level.",0.0,0.10333333333333333,0.23461693125505925,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_20_-related features at high level.",1.0,0.25666666666666665,0.23461693125505925,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at low level.",0.0,0.3433333333333333,0.7046066909688564,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at medium level.",0.0,0.48,0.7046066909688564,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at high level.",0.0,0.7166666666666667,0.7046066909688564,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at low level.",0.10792051932093985,0.08333333333333333,0.04838243653529189,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at medium level.",1.0,0.09333333333333334,0.04838243653529189,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at high level.",0.0,0.09666666666666666,0.04838243653529189,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at low level.",1.0,0.24666666666666667,0.24367753916251825,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at medium level.",0.0,0.12,0.24367753916251825,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_21_-related features at high level.",0.0,0.12666666666666668,0.24367753916251825,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at low level.",0.0,0.64,0.6847308960156572,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at medium level.",0.0,0.42333333333333334,0.6847308960156572,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at high level.",1.0,0.48333333333333334,0.6847308960156572,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at low level.",0.0,0.12,0.04871789090439765,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at medium level.",0.0,0.09333333333333334,0.04871789090439765,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at high level.",1.0,0.1,0.04871789090439765,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at low level.",0.0,0.17,0.263217879746612,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at medium level.",0.0,0.14333333333333334,0.263217879746612,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_22_-related features at high level.",1.0,0.25666666666666665,0.263217879746612,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at low level.",0.2807006207295604,0.6533333333333333,0.685701653773705,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at medium level.",0.0,0.0,0.685701653773705,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at high level.",0.0,0.5,0.685701653773705,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at low level.",0.0,0.06666666666666667,0.03752691819879618,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at medium level.",0.0,0.0,0.03752691819879618,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at high level.",1.0,0.07333333333333333,0.03752691819879618,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at low level.",0.0,0.18,0.27343809469416536,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at medium level.",0.0,0.0,0.27343809469416536,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_23_-related features at high level.",1.0,0.2866666666666667,0.27343809469416536,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at low level.",0.0,0.45,0.6859857000580355,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at medium level.",0.0,0.3933333333333333,0.6859857000580355,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at high level.",0.0,0.6266666666666667,0.6859857000580355,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at low level.",1.0,0.09,0.0397619497695603,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at medium level.",0.0,0.06666666666666667,0.0397619497695603,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at high level.",0.0,0.06666666666666667,0.0397619497695603,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at low level.",1.0,0.2733333333333333,0.2709190168390707,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at medium level.",0.0,0.12666666666666668,0.2709190168390707,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_24_-related features at high level.",0.0,0.13666666666666666,0.2709190168390707,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at low level.",0.0,0.29333333333333333,0.6980671862883729,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at medium level.",0.0,0.4633333333333333,0.6980671862883729,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at high level.",0.08871989123744208,0.7066666666666667,0.6980671862883729,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at low level.",1.0,0.07333333333333333,0.054028418471995736,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at medium level.",0.0,0.08666666666666667,0.054028418471995736,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at high level.",0.0,0.09666666666666666,0.054028418471995736,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at low level.",1.0,0.25,0.24457106190629802,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at medium level.",0.0,0.16333333333333333,0.24457106190629802,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have audSpec_Rfilt_sma_compare_25_-related features at high level.",0.0,0.16666666666666666,0.24457106190629802,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at low level.",0.0,0.85,0.893661441490413,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at medium level.",0.0,0.0,0.893661441490413,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at high level.",0.6434796428011337,0.8533333333333334,0.893661441490413,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at low level.",0.0,0.8633333333333333,0.08295204437397267,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at medium level.",0.0,0.0,0.08295204437397267,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at high level.",1.0,0.89,0.08295204437397267,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at low level.",0.0,0.016666666666666666,0.020053180802281242,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at medium level.",0.0,0.0,0.020053180802281242,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftMag_fband250-650_sma_compare-related features at high level.",1.0,0.04666666666666667,0.020053180802281242,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at low level.",1.0,0.71,0.9112609981706711,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at medium level.",0.0,0.0,0.9112609981706711,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at high level.",0.0,0.9,0.9112609981706711,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at low level.",1.0,0.7433333333333333,0.07157444688543764,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at medium level.",0.0,0.0,0.07157444688543764,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at high level.",0.0,0.9,0.07157444688543764,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at low level.",1.0,0.043333333333333335,0.013831221610557722,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at medium level.",0.0,0.0,0.013831221610557722,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftMag_fband1000-4000_sma_compare-related features at high level.",0.0,0.0033333333333333335,0.013831221610557722,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at low level.",1.0,0.34,0.3052561203454742,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at medium level.",0.0,0.23333333333333334,0.3052561203454742,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at high level.",0.0,0.0033333333333333335,0.3052561203454742,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at low level.",1.0,0.14,0.07191517388417744,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at medium level.",0.0,0.16,0.07191517388417744,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at high level.",0.0,0.02,0.07191517388417744,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at low level.",0.0,0.16,0.6194953724370149,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at medium level.",0.0,0.4066666666666667,0.6194953724370149,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralentropy_sma_compare-related features at high level.",0.8666680333668266,0.49,0.6194953724370149,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at low level.",1.0,0.37333333333333335,0.44064556855261267,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at medium level.",0.0,0.3333333333333333,0.44064556855261267,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at high level.",0.0,0.34,0.44064556855261267,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at low level.",1.0,0.04,0.02206780179689466,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at medium level.",0.0,0.05333333333333334,0.02206780179689466,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at high level.",0.0,0.05333333333333334,0.02206780179689466,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at low level.",0.0,0.24,0.5339532963171594,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at medium level.",0.0,0.19333333333333333,0.5339532963171594,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralvariance_sma_compare-related features at high level.",0.17267125621366566,0.43,0.5339532963171594,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at low level.",0.9663380499833898,0.5033333333333333,0.6279533419572424,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at medium level.",0.0,0.39666666666666667,0.6279533419572424,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at high level.",0.0,0.14666666666666667,0.6279533419572424,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at low level.",0.0,0.0,0.03681177539575467,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at medium level.",1.0,0.07666666666666666,0.03681177539575467,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at high level.",1.0,0.07666666666666666,0.03681177539575467,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at low level.",0.0,0.0,0.3319015493136695,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at medium level.",0.0,0.10333333333333333,0.3319015493136695,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralskewness_sma_compare-related features at high level.",1.0,0.35,0.3319015493136695,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at low level.",0.0,0.3,0.7655400335329687,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at medium level.",0.0,0.5033333333333333,0.7655400335329687,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at high level.",0.0,0.49666666666666665,0.7655400335329687,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at low level.",1.0,0.13,0.0653316480535047,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at medium level.",0.0,0.02666666666666667,0.0653316480535047,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at high level.",0.0,0.0,0.0653316480535047,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at low level.",1.0,0.19666666666666666,0.16579498508019336,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at medium level.",0.0,0.0,0.16579498508019336,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralkurtosis_sma_compare-related features at high level.",0.0,0.0,0.16579498508019336,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at low level.",1.0,0.3233333333333333,0.30975060322222464,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at medium level.",0.0,0.14666666666666667,0.30975060322222464,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at high level.",0.0,0.023333333333333334,0.30975060322222464,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at low level.",1.0,0.11666666666666667,0.06169486817502648,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at medium level.",0.0,0.08333333333333333,0.06169486817502648,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at high level.",0.0,0.0,0.06169486817502648,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at low level.",0.0,0.17666666666666667,0.6252211952694154,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at medium level.",0.0,0.3566666666666667,0.6252211952694154,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_psysharpness_sma_compare-related features at high level.",0.5603029228991742,0.47333333333333333,0.6252211952694154,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at low level.",0.0,0.8266666666666667,0.9059448126081329,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at medium level.",0.0,0.0,0.9059448126081329,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at high level.",1.0,0.8766666666666667,0.9059448126081329,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at low level.",1.0,0.85,0.07893474675061926,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at medium level.",0.0,0.0,0.07893474675061926,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at high level.",1.0,0.9,0.07893474675061926,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at low level.",1.0,0.03333333333333333,0.011787107307914681,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at medium level.",0.0,0.0,0.011787107307914681,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have pcm_fftmag_spectralharmonicity_sma_compare-related features at high level.",1.0,0.03333333333333333,0.011787107307914681,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have loudness_sma3-related features at low level.",0.0,0.18333333333333332,0.6611542796930743,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have loudness_sma3-related features at medium level.",0.0,0.39,0.6611542796930743,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have loudness_sma3-related features at high level.",0.3057898000750426,0.4866666666666667,0.6611542796930743,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have loudness_sma3-related features at low level.",1.0,0.09,0.036831448109688865,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have loudness_sma3-related features at medium level.",0.0,0.04666666666666667,0.036831448109688865,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have loudness_sma3-related features at high level.",0.0,0.0,0.036831448109688865,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have loudness_sma3-related features at low level.",1.0,0.31666666666666665,0.2986809388639034,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have loudness_sma3-related features at medium level.",0.0,0.10666666666666667,0.2986809388639034,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have loudness_sma3-related features at high level.",0.0,0.006666666666666667,0.2986809388639034,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have alpharatio_sma3-related features at low level.",0.0,0.01,0.38095089807094973,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have alpharatio_sma3-related features at medium level.",0.0,0.14333333333333334,0.38095089807094973,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have alpharatio_sma3-related features at high level.",1.0,0.38,0.38095089807094973,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have alpharatio_sma3-related features at low level.",0.0,0.02666666666666667,0.030864260984899226,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have alpharatio_sma3-related features at medium level.",1.0,0.06,0.030864260984899226,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have alpharatio_sma3-related features at high level.",0.0,0.03333333333333333,0.030864260984899226,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have alpharatio_sma3-related features at low level.",1.0,0.4866666666666667,0.5848515076108177,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have alpharatio_sma3-related features at medium level.",0.0,0.3566666666666667,0.5848515076108177,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have alpharatio_sma3-related features at high level.",0.0,0.11666666666666667,0.5848515076108177,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have hammarbergindex_sma3-related features at low level.",0.0,0.10333333333333333,0.5773380292421418,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have hammarbergindex_sma3-related features at medium level.",0.0,0.3566666666666667,0.5773380292421418,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have hammarbergindex_sma3-related features at high level.",1.0,0.5,0.5773380292421418,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have hammarbergindex_sma3-related features at low level.",0.0,0.07333333333333333,0.042862576507836835,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have hammarbergindex_sma3-related features at medium level.",1.0,0.07666666666666666,0.042862576507836835,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have hammarbergindex_sma3-related features at high level.",0.0,0.0033333333333333335,0.042862576507836835,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have hammarbergindex_sma3-related features at low level.",1.0,0.3933333333333333,0.37646606091668794,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have hammarbergindex_sma3-related features at medium level.",0.0,0.14666666666666667,0.37646606091668794,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have hammarbergindex_sma3-related features at high level.",0.0,0.0,0.37646606091668794,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have slope0-500_sma3-related features at low level.",1.0,0.31666666666666665,0.28919047031746103,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have slope0-500_sma3-related features at medium level.",0.0,0.06666666666666667,0.28919047031746103,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have slope0-500_sma3-related features at high level.",0.0,0.0,0.28919047031746103,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have slope0-500_sma3-related features at low level.",1.0,0.08,0.041517763509397156,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have slope0-500_sma3-related features at medium level.",0.0,0.07666666666666666,0.041517763509397156,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have slope0-500_sma3-related features at high level.",0.0,0.0,0.041517763509397156,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have slope0-500_sma3-related features at low level.",0.0,0.18333333333333332,0.6659584328398085,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have slope0-500_sma3-related features at medium level.",0.0,0.43333333333333335,0.6659584328398085,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have slope0-500_sma3-related features at high level.",0.41522055700768734,0.49333333333333335,0.6659584328398085,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have slope500-1500_sma3-related features at low level.",1.0,0.53,0.5141304277338048,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have slope500-1500_sma3-related features at medium level.",0.0,0.2866666666666667,0.5141304277338048,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have slope500-1500_sma3-related features at high level.",0.0,0.07666666666666666,0.5141304277338048,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have slope500-1500_sma3-related features at low level.",0.0,0.06666666666666667,0.047165294207060386,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have slope500-1500_sma3-related features at medium level.",1.0,0.1,0.047165294207060386,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have slope500-1500_sma3-related features at high level.",0.0,0.09666666666666666,0.047165294207060386,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have slope500-1500_sma3-related features at low level.",0.0,0.03666666666666667,0.4353709447258015,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have slope500-1500_sma3-related features at medium level.",0.0,0.21333333333333335,0.4353709447258015,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have slope500-1500_sma3-related features at high level.",1.0,0.45666666666666667,0.4353709447258015,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at low level.",0.0,0.19,0.69,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at medium level.",0.0,0.44,0.69,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at high level.",0.3818345293529991,0.49666666666666665,0.69,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at low level.",0.0,0.0,0.0,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at medium level.",0.0,0.0,0.0,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at high level.",0.0,0.0,0.0,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at low level.",1.0,0.30666666666666664,0.30666666666666664,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at medium level.",0.0,0.056666666666666664,0.30666666666666664,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have F0semitoneFrom27_5Hz_sma3nz-related features at high level.",0.0,0.0,0.30666666666666664,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at low level.",1.0,0.7666666666666667,0.8532839969289234,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at medium level.",0.0,0.0,0.8532839969289234,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at high level.",0.0,0.7733333333333333,0.8532839969289234,4
