Descr,Degree of Truth,Degree of Support,Degree of Focus
For majority patients in state 0 with localshimmer_low we have localjittern_medium,0.0,0.46254071661237783,0.2597759999226463
For half patients in state 0 with localshimmer_low we have localjittern_medium,0.14363383174903804,0.46254071661237783,0.2597759999226463
For minority patients in state 0 with localshimmer_low we have localjittern_medium,0.5948497507921475,0.46254071661237783,0.2597759999226463
For almost_no patients in state 0 with localshimmer_low we have localjittern_medium,0.0,0.46254071661237783,0.2597759999226463
For almost_all patients in state 0 with localshimmer_low we have localjitter_low,0.0,0.6791530944625407,0.539204811400184
For majority patients in state 0 with localshimmer_low we have localjitter_low,0.7328720612072563,0.6791530944625407,0.539204811400184
For half patients in state 0 with localshimmer_low we have localjitter_low,0.2009225442521537,0.6791530944625407,0.539204811400184
For minority patients in state 0 with localshimmer_low we have localjitter_low,0.0,0.6791530944625407,0.539204811400184
For almost_no patients in state 0 with localshimmer_low we have localjitter_low,0.0,0.6791530944625407,0.539204811400184
For almost_all patients in state 0 with localshimmer_low we have localshimmer_high,0.0,0.5195439739413681,0.4465673566376747
For majority patients in state 0 with localshimmer_low we have localshimmer_high,0.0,0.5195439739413681,0.4465673566376747
For half patients in state 0 with localshimmer_low we have localshimmer_high,0.0,0.5195439739413681,0.4465673566376747
For minority patients in state 0 with localshimmer_low we have localshimmer_high,0.9652269678795139,0.5195439739413681,0.4465673566376747
For almost_no patients in state 0 with localshimmer_low we have localshimmer_high,0.2637872690923612,0.5195439739413681,0.4465673566376747
For almost_all patients in state 0 with localshimmer_low we have localshimmer_medium,0.0,0.5195439739413681,0.27105076605356154
For majority patients in state 0 with localshimmer_low we have localshimmer_medium,0.0,0.5195439739413681,0.27105076605356154
For half patients in state 0 with localshimmer_low we have localshimmer_medium,0.13733007898647673,0.5195439739413681,0.27105076605356154
For minority patients in state 0 with localshimmer_low we have localshimmer_medium,0.5980016271734282,0.5195439739413681,0.27105076605356154
For almost_no patients in state 0 with localshimmer_low we have localshimmer_medium,0.0,0.5195439739413681,0.27105076605356154
For almost_all patients in state 0 with localshimmer_low we have pitch_skewness_high,0.0,0.5618892508143323,0.47036078282832794
For majority patients in state 0 with localshimmer_low we have pitch_skewness_high,0.0,0.5618892508143323,0.47036078282832794
For half patients in state 0 with localshimmer_low we have pitch_skewness_high,1.0,0.5618892508143323,0.47036078282832794
For minority patients in state 0 with localshimmer_low we have pitch_skewness_high,0.0024794784869333576,0.5618892508143323,0.47036078282832794
For almost_no patients in state 0 with localshimmer_low we have pitch_skewness_high,0.0,0.5618892508143323,0.47036078282832794
For almost_all patients in state 0 with localshimmer_low we have pitch_skewness_medium,0.0,0.4022801302931596,0.26276144342027513
For majority patients in state 0 with localshimmer_low we have pitch_skewness_medium,0.0,0.4022801302931596,0.26276144342027513
For half patients in state 0 with localshimmer_low we have pitch_skewness_medium,0.0,0.4022801302931596,0.26276144342027513
For minority patients in state 0 with localshimmer_low we have pitch_skewness_medium,0.696560617284477,0.4022801302931596,0.26276144342027513
For almost_no patients in state 0 with localshimmer_low we have pitch_skewness_medium,0.0,0.4022801302931596,0.26276144342027513
For almost_all patients in state 0 with localshimmer_low we have pitch_skewness_low,0.0,0.6254071661237784,0.529639217171672
For majority patients in state 0 with localshimmer_low we have pitch_skewness_low,0.17248281515693656,0.6254071661237784,0.529639217171672
For half patients in state 0 with localshimmer_low we have pitch_skewness_low,1.0,0.6254071661237784,0.529639217171672
For minority patients in state 0 with localshimmer_low we have pitch_skewness_low,0.0,0.6254071661237784,0.529639217171672
For almost_no patients in state 0 with localshimmer_low we have pitch_skewness_low,0.0,0.6254071661237784,0.529639217171672
For almost_all patients in state 0 with localshimmer_low we have pitch_mean_high,0.0,0.6596091205211726,0.5666293582137962
For majority patients in state 0 with localshimmer_low we have pitch_mean_high,0.5925896401400815,0.6596091205211726,0.5666293582137962
For half patients in state 0 with localshimmer_low we have pitch_mean_high,0.4814873863865035,0.6596091205211726,0.5666293582137962
For minority patients in state 0 with localshimmer_low we have pitch_mean_high,0.0,0.6596091205211726,0.5666293582137962
For almost_no patients in state 0 with localshimmer_low we have pitch_mean_high,0.0,0.6596091205211726,0.5666293582137962
For almost_all patients in state 0 with localshimmer_low we have pitch_mean_medium,0.0,0.4218241042345277,0.27670613328765176
For majority patients in state 0 with localshimmer_low we have pitch_mean_medium,0.0,0.4218241042345277,0.27670613328765176
For half patients in state 0 with localshimmer_low we have pitch_mean_medium,0.29849281743211686,0.4218241042345277,0.27670613328765176
For minority patients in state 0 with localshimmer_low we have pitch_mean_medium,0.5174202579506082,0.4218241042345277,0.27670613328765176
For almost_no patients in state 0 with localshimmer_low we have pitch_mean_medium,0.0,0.4218241042345277,0.27670613328765176
For almost_all patients in state 0 with localshimmer_low we have pitch_mean_low,0.0,0.5472312703583062,0.4333706417862038
For majority patients in state 0 with localshimmer_low we have pitch_mean_low,0.0,0.5472312703583062,0.4333706417862038
For half patients in state 0 with localshimmer_low we have pitch_mean_low,0.4881607263931759,0.5472312703583062,0.4333706417862038
For minority patients in state 0 with localshimmer_low we have pitch_mean_low,0.42258630347007864,0.5472312703583062,0.4333706417862038
For almost_no patients in state 0 with localshimmer_low we have pitch_mean_low,0.0,0.5472312703583062,0.4333706417862038
For almost_all patients in state 1 with localshimmer_low we have energy_high,0.0,0.5376647834274952,0.3626800492881051
For majority patients in state 1 with localshimmer_low we have energy_high,0.0,0.5376647834274952,0.3626800492881051
For half patients in state 1 with localshimmer_low we have energy_high,0.7664667913066204,0.5376647834274952,0.3626800492881051
For minority patients in state 1 with localshimmer_low we have energy_high,0.2834332710133564,0.5376647834274952,0.3626800492881051
For almost_no patients in state 1 with localshimmer_low we have energy_high,0.0,0.5376647834274952,0.3626800492881051
For almost_all patients in state 1 with localshimmer_low we have energy_medium,0.0,0.3945386064030132,0.23004214852107252
For majority patients in state 1 with localshimmer_low we have energy_medium,0.0,0.3945386064030132,0.23004214852107252
For half patients in state 1 with localshimmer_low we have energy_medium,0.0,0.3945386064030132,0.23004214852107252
For minority patients in state 1 with localshimmer_low we have energy_medium,0.6798803356372897,0.3945386064030132,0.23004214852107252
For almost_no patients in state 1 with localshimmer_low we have energy_medium,0.0,0.3945386064030132,0.23004214852107252
For almost_all patients in state 1 with localshimmer_low we have energy_low,0.0,0.5988700564971752,0.6363783311262075
For majority patients in state 1 with localshimmer_low we have energy_low,0.4507999123857793,0.5988700564971752,0.6363783311262075
For half patients in state 1 with localshimmer_low we have energy_low,0.7650668418951078,0.5988700564971752,0.6363783311262075
For minority patients in state 1 with localshimmer_low we have energy_low,0.0,0.5988700564971752,0.6363783311262075
For almost_no patients in state 1 with localshimmer_low we have energy_low,0.0,0.5988700564971752,0.6363783311262075
For almost_all patients in state 1 with localshimmer_low we have f0_slope_mean_high,0.0,0.5668549905838042,0.5358978654621348
For majority patients in state 1 with localshimmer_low we have f0_slope_mean_high,0.05408669468213547,0.5668549905838042,0.5358978654621348
For half patients in state 1 with localshimmer_low we have f0_slope_mean_high,1.0,0.5668549905838042,0.5358978654621348
For minority patients in state 1 with localshimmer_low we have f0_slope_mean_high,0.0,0.5668549905838042,0.5358978654621348
For almost_no patients in state 1 with localshimmer_low we have f0_slope_mean_high,0.0,0.5668549905838042,0.5358978654621348
For almost_all patients in state 1 with localshimmer_low we have f0_slope_mean_medium,0.0,0.4105461393596987,0.2838497395910593
For majority patients in state 1 with localshimmer_low we have f0_slope_mean_medium,0.0,0.4105461393596987,0.2838497395910593
For half patients in state 1 with localshimmer_low we have f0_slope_mean_medium,0.32718613159941007,0.4105461393596987,0.2838497395910593
For minority patients in state 1 with localshimmer_low we have f0_slope_mean_medium,0.5030736008669616,0.4105461393596987,0.2838497395910593
For almost_no patients in state 1 with localshimmer_low we have f0_slope_mean_medium,0.0,0.4105461393596987,0.2838497395910593
For almost_all patients in state 1 with localshimmer_low we have f0_slope_mean_low,0.0,0.5847457627118644,0.4593940366094284
For majority patients in state 1 with localshimmer_low we have f0_slope_mean_low,0.0,0.5847457627118644,0.4593940366094284
For half patients in state 1 with localshimmer_low we have f0_slope_mean_low,1.0,0.5847457627118644,0.4593940366094284
For minority patients in state 1 with localshimmer_low we have f0_slope_mean_low,0.0,0.5847457627118644,0.4593940366094284
For almost_no patients in state 1 with localshimmer_low we have f0_slope_mean_low,0.0,0.5847457627118644,0.4593940366094284
For almost_all patients in state 1 with localshimmer_low we have localjitter_high,0.0,0.556497175141243,0.5104769023164185
For majority patients in state 1 with localshimmer_low we have localjitter_high,0.0,0.556497175141243,0.5104769023164185
For half patients in state 1 with localshimmer_low we have localjitter_high,0.30723989346277103,0.556497175141243,0.5104769023164185
For minority patients in state 1 with localshimmer_low we have localjitter_high,0.5130467199352812,0.556497175141243,0.5104769023164185
For almost_no patients in state 1 with localshimmer_low we have localjitter_high,0.0,0.556497175141243,0.5104769023164185
For almost_all patients in state 1 with localshimmer_low we have localjittern_medium,0.0,0.4595103578154426,0.26936303323545535
For majority patients in state 1 with localshimmer_low we have localjittern_medium,0.0,0.4595103578154426,0.26936303323545535
For half patients in state 1 with localshimmer_low we have localjittern_medium,0.18516620838887876,0.4595103578154426,0.26936303323545535
For minority patients in state 1 with localshimmer_low we have localjittern_medium,0.5740835624722271,0.4595103578154426,0.26936303323545535
For almost_no patients in state 1 with localshimmer_low we have localjittern_medium,0.0,0.4595103578154426,0.26936303323545535
For almost_all patients in state 1 with localshimmer_low we have localjitter_low,0.0,0.6459510357815442,0.48858147809789415
For majority patients in state 1 with localshimmer_low we have localjitter_low,0.6830500566052837,0.6459510357815442,0.48858147809789415
For half patients in state 1 with localshimmer_low we have localjitter_low,0.30056655345609895,0.6459510357815442,0.48858147809789415
For minority patients in state 1 with localshimmer_low we have localjitter_low,0.0,0.6459510357815442,0.48858147809789415
For almost_no patients in state 1 with localshimmer_low we have localjitter_low,0.0,0.6459510357815442,0.48858147809789415
For almost_all patients in state 1 with localshimmer_low we have localshimmer_high,0.0,0.5131826741996234,0.4896080841433944
For majority patients in state 1 with localshimmer_low we have localshimmer_high,0.0,0.5131826741996234,0.4896080841433944
For half patients in state 1 with localshimmer_low we have localshimmer_high,0.0,0.5131826741996234,0.4896080841433944
For minority patients in state 1 with localshimmer_low we have localshimmer_high,0.9260974827970534,0.5131826741996234,0.4896080841433944
For almost_no patients in state 1 with localshimmer_low we have localshimmer_high,0.18552829892744038,0.5131826741996234,0.4896080841433944
For almost_all patients in state 1 with localshimmer_low we have localshimmer_medium,0.0,0.5131826741996234,0.2701350686291944
For majority patients in state 1 with localshimmer_low we have localshimmer_medium,0.0,0.5131826741996234,0.2701350686291944
For half patients in state 1 with localshimmer_low we have localshimmer_medium,0.28074463418876844,0.5131826741996234,0.2701350686291944
For minority patients in state 1 with localshimmer_low we have localshimmer_medium,0.5262943495722824,0.5131826741996234,0.2701350686291944
For almost_no patients in state 1 with localshimmer_low we have localshimmer_medium,0.0,0.5131826741996234,0.2701350686291944
For almost_all patients in state 1 with localshimmer_low we have pitch_skewness_high,0.0,0.5536723163841808,0.5456837796433427
For majority patients in state 1 with localshimmer_low we have pitch_skewness_high,0.05486302637906423,0.5536723163841808,0.5456837796433427
For half patients in state 1 with localshimmer_low we have pitch_skewness_high,1.0,0.5536723163841808,0.5456837796433427
For minority patients in state 1 with localshimmer_low we have pitch_skewness_high,0.0,0.5536723163841808,0.5456837796433427
For almost_no patients in state 1 with localshimmer_low we have pitch_skewness_high,0.0,0.5536723163841808,0.5456837796433427
For almost_all patients in state 1 with localshimmer_low we have pitch_skewness_medium,0.0,0.307909604519774,0.24660140858094134
For majority patients in state 1 with localshimmer_low we have pitch_skewness_medium,0.0,0.307909604519774,0.24660140858094134
For half patients in state 1 with localshimmer_low we have pitch_skewness_medium,0.0,0.307909604519774,0.24660140858094134
For minority patients in state 1 with localshimmer_low we have pitch_skewness_medium,0.7901633302130242,0.307909604519774,0.24660140858094134
For almost_no patients in state 1 with localshimmer_low we have pitch_skewness_medium,0.0,0.307909604519774,0.24660140858094134
For almost_all patients in state 1 with localshimmer_low we have pitch_skewness_low,0.0,0.4962335216572505,0.45337460077096964
For majority patients in state 1 with localshimmer_low we have pitch_skewness_low,0.0,0.4962335216572505,0.45337460077096964
For half patients in state 1 with localshimmer_low we have pitch_skewness_low,1.0,0.4962335216572505,0.45337460077096964
For minority patients in state 1 with localshimmer_low we have pitch_skewness_low,0.0,0.4962335216572505,0.45337460077096964
For almost_no patients in state 1 with localshimmer_low we have pitch_skewness_low,0.0,0.4962335216572505,0.45337460077096964
For almost_all patients in state 1 with localshimmer_low we have pitch_mean_high,0.0,0.6092278719397364,0.4951521694141331
For majority patients in state 1 with localshimmer_low we have pitch_mean_high,0.5879497057465841,0.6092278719397364,0.4951521694141331
For half patients in state 1 with localshimmer_low we have pitch_mean_high,0.4907672551734983,0.6092278719397364,0.4951521694141331
For minority patients in state 1 with localshimmer_low we have pitch_mean_high,0.0,0.6092278719397364,0.4951521694141331
For almost_no patients in state 1 with localshimmer_low we have pitch_mean_high,0.0,0.6092278719397364,0.4951521694141331
For almost_all patients in state 1 with localshimmer_low we have pitch_mean_medium,0.0,0.3898305084745763,0.2568331505350455
For majority patients in state 1 with localshimmer_low we have pitch_mean_medium,0.0,0.3898305084745763,0.2568331505350455
For half patients in state 1 with localshimmer_low we have pitch_mean_medium,0.26067537342783287,0.3898305084745763,0.2568331505350455
For minority patients in state 1 with localshimmer_low we have pitch_mean_medium,0.5363289799527502,0.3898305084745763,0.2568331505350455
For almost_no patients in state 1 with localshimmer_low we have pitch_mean_medium,0.0,0.3898305084745763,0.2568331505350455
For almost_all patients in state 1 with localshimmer_low we have pitch_mean_low,0.0,0.5225988700564972,0.5039062110001792
For majority patients in state 1 with localshimmer_low we have pitch_mean_low,0.0,0.5225988700564972,0.5039062110001792
For half patients in state 1 with localshimmer_low we have pitch_mean_low,0.4851289823645789,0.5225988700564972,0.5039062110001792
For minority patients in state 1 with localshimmer_low we have pitch_mean_low,0.4241021754843772,0.5225988700564972,0.5039062110001792
For almost_no patients in state 1 with localshimmer_low we have pitch_mean_low,0.0,0.5225988700564972,0.5039062110001792
For almost_all patients in state 2 with localshimmer_low we have energy_high,0.0,0.6210526315789474,0.5491121488911698
For majority patients in state 2 with localshimmer_low we have energy_high,0.30691342535953664,0.6210526315789474,0.5491121488911698
For half patients in state 2 with localshimmer_low we have energy_high,1.0,0.6210526315789474,0.5491121488911698
For minority patients in state 2 with localshimmer_low we have energy_high,0.0,0.6210526315789474,0.5491121488911698
For almost_no patients in state 2 with localshimmer_low we have energy_high,0.0,0.6210526315789474,0.5491121488911698
For almost_all patients in state 2 with localshimmer_low we have energy_medium,0.0,0.28421052631578947,0.1823455446799283
For majority patients in state 2 with localshimmer_low we have energy_medium,0.0,0.28421052631578947,0.1823455446799283
For half patients in state 2 with localshimmer_low we have energy_medium,0.0,0.28421052631578947,0.1823455446799283
For minority patients in state 2 with localshimmer_low we have energy_medium,0.9595975128542482,0.28421052631578947,0.1823455446799283
For almost_no patients in state 2 with localshimmer_low we have energy_medium,0.2525283590418301,0.28421052631578947,0.1823455446799283
For almost_all patients in state 2 with localshimmer_low we have energy_low,0.0,0.4631578947368421,0.45088785110883023
For majority patients in state 2 with localshimmer_low we have energy_low,0.0,0.4631578947368421,0.45088785110883023
For half patients in state 2 with localshimmer_low we have energy_low,1.0,0.4631578947368421,0.45088785110883023
For minority patients in state 2 with localshimmer_low we have energy_low,0.13691008868953342,0.4631578947368421,0.45088785110883023
For almost_no patients in state 2 with localshimmer_low we have energy_low,0.0,0.4631578947368421,0.45088785110883023
For almost_all patients in state 2 with localshimmer_low we have f0_slope_mean_high,0.0,0.43157894736842106,0.33926712788516916
For majority patients in state 2 with localshimmer_low we have f0_slope_mean_high,0.0,0.43157894736842106,0.33926712788516916
For half patients in state 2 with localshimmer_low we have f0_slope_mean_high,0.0,0.43157894736842106,0.33926712788516916
For minority patients in state 2 with localshimmer_low we have f0_slope_mean_high,0.764067867409875,0.43157894736842106,0.33926712788516916
For almost_no patients in state 2 with localshimmer_low we have f0_slope_mean_high,0.0,0.43157894736842106,0.33926712788516916
For almost_all patients in state 2 with localshimmer_low we have f0_slope_mean_medium,0.0,0.3263157894736842,0.16912943109976802
For majority patients in state 2 with localshimmer_low we have f0_slope_mean_medium,0.0,0.3263157894736842,0.16912943109976802
For half patients in state 2 with localshimmer_low we have f0_slope_mean_medium,0.0,0.3263157894736842,0.16912943109976802
For minority patients in state 2 with localshimmer_low we have f0_slope_mean_medium,0.9998451721271273,0.3263157894736842,0.16912943109976802
For almost_no patients in state 2 with localshimmer_low we have f0_slope_mean_medium,0.33694130070070333,0.3263157894736842,0.16912943109976802
For almost_all patients in state 2 with localshimmer_low we have f0_slope_mean_low,0.2014757414930896,0.6947368421052632,0.6607328721148309
For majority patients in state 2 with localshimmer_low we have f0_slope_mean_low,0.934071204079878,0.6947368421052632,0.6607328721148309
For half patients in state 2 with localshimmer_low we have f0_slope_mean_low,0.0,0.6947368421052632,0.6607328721148309
For minority patients in state 2 with localshimmer_low we have f0_slope_mean_low,0.0,0.6947368421052632,0.6607328721148309
For almost_no patients in state 2 with localshimmer_low we have f0_slope_mean_low,0.0,0.6947368421052632,0.6607328721148309
For almost_all patients in state 2 with localshimmer_low we have localjitter_high,0.0,0.4421052631578947,0.3370214172766726
For majority patients in state 2 with localshimmer_low we have localjitter_high,0.0,0.4421052631578947,0.3370214172766726
For half patients in state 2 with localshimmer_low we have localjitter_high,0.0,0.4421052631578947,0.3370214172766726
For minority patients in state 2 with localshimmer_low we have localjitter_high,0.9482959461355485,0.4421052631578947,0.3370214172766726
For almost_no patients in state 2 with localshimmer_low we have localjitter_high,0.22992522560443052,0.4421052631578947,0.3370214172766726
For almost_all patients in state 2 with localshimmer_low we have localjittern_medium,0.0,0.3684210526315789,0.18584291821676352
For majority patients in state 2 with localshimmer_low we have localjittern_medium,0.0,0.3684210526315789,0.18584291821676352
For half patients in state 2 with localshimmer_low we have localjittern_medium,0.0,0.3684210526315789,0.18584291821676352
For minority patients in state 2 with localshimmer_low we have localjittern_medium,0.9473170791985657,0.3684210526315789,0.18584291821676352
For almost_no patients in state 2 with localshimmer_low we have localjittern_medium,0.22796749173046493,0.3684210526315789,0.18584291821676352
For almost_all patients in state 2 with localshimmer_low we have localjitter_low,0.5699318989444364,0.7263157894736842,0.6629785827233271
For majority patients in state 2 with localshimmer_low we have localjitter_low,1.0,0.7263157894736842,0.6629785827233271
For half patients in state 2 with localshimmer_low we have localjitter_low,0.0,0.7263157894736842,0.6629785827233271
For minority patients in state 2 with localshimmer_low we have localjitter_low,0.0,0.7263157894736842,0.6629785827233271
For almost_no patients in state 2 with localshimmer_low we have localjitter_low,0.0,0.7263157894736842,0.6629785827233271
For almost_all patients in state 2 with localshimmer_low we have localshimmer_high,0.0,0.4,0.4072667911119688
For majority patients in state 2 with localshimmer_low we have localshimmer_high,0.0,0.4,0.4072667911119688
For half patients in state 2 with localshimmer_low we have localshimmer_high,0.0,0.4,0.4072667911119688
For minority patients in state 2 with localshimmer_low we have localshimmer_high,1.0,0.4,0.4072667911119688
For almost_no patients in state 2 with localshimmer_low we have localshimmer_high,0.5668717766444515,0.4,0.4072667911119688
For almost_all patients in state 2 with localshimmer_low we have localshimmer_medium,0.0,0.4,0.20671709689173057
For majority patients in state 2 with localshimmer_low we have localshimmer_medium,0.0,0.4,0.20671709689173057
For half patients in state 2 with localshimmer_low we have localshimmer_medium,0.0,0.4,0.20671709689173057
For minority patients in state 2 with localshimmer_low we have localshimmer_medium,0.8889762817418388,0.4,0.20671709689173057
For almost_no patients in state 2 with localshimmer_low we have localshimmer_medium,0.11128589681701138,0.4,0.20671709689173057
For almost_all patients in state 2 with localshimmer_low we have pitch_skewness_high,0.0,0.6421052631578947,0.5184439125141688
For majority patients in state 2 with localshimmer_low we have pitch_skewness_high,0.16501390708357655,0.6421052631578947,0.5184439125141688
For half patients in state 2 with localshimmer_low we have pitch_skewness_high,1.0,0.6421052631578947,0.5184439125141688
For minority patients in state 2 with localshimmer_low we have pitch_skewness_high,0.0,0.6421052631578947,0.5184439125141688
For almost_no patients in state 2 with localshimmer_low we have pitch_skewness_high,0.0,0.6421052631578947,0.5184439125141688
For almost_all patients in state 2 with localshimmer_low we have pitch_skewness_medium,0.0,0.5052631578947369,0.2864058821175957
For majority patients in state 2 with localshimmer_low we have pitch_skewness_medium,0.0,0.5052631578947369,0.2864058821175957
For half patients in state 2 with localshimmer_low we have pitch_skewness_medium,0.10796827906176286,0.5052631578947369,0.2864058821175957
For minority patients in state 2 with localshimmer_low we have pitch_skewness_medium,0.6126825271357852,0.5052631578947369,0.2864058821175957
For almost_no patients in state 2 with localshimmer_low we have pitch_skewness_medium,0.0,0.5052631578947369,0.2864058821175957
For almost_all patients in state 2 with localshimmer_low we have pitch_skewness_low,0.0,0.6631578947368421,0.48155608748583106
For majority patients in state 2 with localshimmer_low we have pitch_skewness_low,0.0,0.6631578947368421,0.48155608748583106
For half patients in state 2 with localshimmer_low we have pitch_skewness_low,1.0,0.6631578947368421,0.48155608748583106
For minority patients in state 2 with localshimmer_low we have pitch_skewness_low,0.0,0.6631578947368421,0.48155608748583106
For almost_no patients in state 2 with localshimmer_low we have pitch_skewness_low,0.0,0.6631578947368421,0.48155608748583106
For almost_all patients in state 2 with localshimmer_low we have pitch_mean_high,0.0,0.6736842105263158,0.5841042214578406
For majority patients in state 2 with localshimmer_low we have pitch_mean_high,0.7973466445068641,0.6736842105263158,0.5841042214578406
For half patients in state 2 with localshimmer_low we have pitch_mean_high,0.07197337765293833,0.6736842105263158,0.5841042214578406
For minority patients in state 2 with localshimmer_low we have pitch_mean_high,0.0,0.6736842105263158,0.5841042214578406
For almost_no patients in state 2 with localshimmer_low we have pitch_mean_high,0.0,0.6736842105263158,0.5841042214578406
For almost_all patients in state 2 with localshimmer_low we have pitch_mean_medium,0.0,0.35789473684210527,0.2459666115495831
For majority patients in state 2 with localshimmer_low we have pitch_mean_medium,0.0,0.35789473684210527,0.2459666115495831
For half patients in state 2 with localshimmer_low we have pitch_mean_medium,0.0,0.35789473684210527,0.2459666115495831
For minority patients in state 2 with localshimmer_low we have pitch_mean_medium,0.7823071504715415,0.35789473684210527,0.2459666115495831
For almost_no patients in state 2 with localshimmer_low we have pitch_mean_medium,0.0,0.35789473684210527,0.2459666115495831
For almost_all patients in state 2 with localshimmer_low we have pitch_mean_low,0.0,0.4842105263157895,0.4158957785421593
For majority patients in state 2 with localshimmer_low we have pitch_mean_low,0.0,0.4842105263157895,0.4158957785421593
For half patients in state 2 with localshimmer_low we have pitch_mean_low,0.07864671765961115,0.4842105263157895,0.4158957785421593
For minority patients in state 2 with localshimmer_low we have pitch_mean_low,0.6273433078368611,0.4842105263157895,0.4158957785421593
For almost_no patients in state 2 with localshimmer_low we have pitch_mean_low,0.0,0.4842105263157895,0.4158957785421593
For almost_all patients (all states) with localshimmer_low we have energy_high,0.0,0.5891805034815212,0.4228387996166632
For majority patients (all states) with localshimmer_low we have energy_high,0.0,0.5891805034815212,0.4228387996166632
For half patients (all states) with localshimmer_low we have energy_high,1.0,0.5891805034815212,0.4228387996166632
For minority patients (all states) with localshimmer_low we have energy_high,0.07840437296651578,0.5891805034815212,0.4228387996166632
For almost_no patients (all states) with localshimmer_low we have energy_high,0.0,0.5891805034815212,0.4228387996166632
For almost_all patients (all states) with localshimmer_low we have energy_medium,0.0,0.41938939475093734,0.2502082972916763
For majority patients (all states) with localshimmer_low we have energy_medium,0.0,0.41938939475093734,0.2502082972916763
For half patients (all states) with localshimmer_low we have energy_medium,0.03910163728248131,0.41938939475093734,0.2502082972916763
For minority patients (all states) with localshimmer_low we have energy_medium,0.647115848025426,0.41938939475093734,0.2502082972916763
For almost_no patients (all states) with localshimmer_low we have energy_medium,0.0,0.41938939475093734,0.2502082972916763
For almost_all patients (all states) with localshimmer_low we have energy_low,0.0,0.5843599357257633,0.5766255817438077
For majority patients (all states) with localshimmer_low we have energy_low,0.24694369822777057,0.5843599357257633,0.5766255817438077
For half patients (all states) with localshimmer_low we have energy_low,1.0,0.5843599357257633,0.5766255817438077
For minority patients (all states) with localshimmer_low we have energy_low,0.0,0.5843599357257633,0.5766255817438077
For almost_no patients (all states) with localshimmer_low we have energy_low,0.0,0.5843599357257633,0.5766255817438077
For almost_all patients (all states) with localshimmer_low we have f0_slope_mean_high,0.0,0.5532940546331012,0.5170076237702093
For majority patients (all states) with localshimmer_low we have f0_slope_mean_high,0.0,0.5532940546331012,0.5170076237702093
For half patients (all states) with localshimmer_low we have f0_slope_mean_high,1.0,0.5532940546331012,0.5170076237702093
For minority patients (all states) with localshimmer_low we have f0_slope_mean_high,0.0,0.5532940546331012,0.5170076237702093
For almost_no patients (all states) with localshimmer_low we have f0_slope_mean_high,0.0,0.5532940546331012,0.5170076237702093
For almost_all patients (all states) with localshimmer_low we have f0_slope_mean_medium,0.0,0.3995715050883771,0.26083089126071973
For majority patients (all states) with localshimmer_low we have f0_slope_mean_medium,0.0,0.3995715050883771,0.26083089126071973
For half patients (all states) with localshimmer_low we have f0_slope_mean_medium,0.18563597223338937,0.3995715050883771,0.26083089126071973
For minority patients (all states) with localshimmer_low we have f0_slope_mean_medium,0.5738486805499718,0.3995715050883771,0.26083089126071973
For almost_no patients (all states) with localshimmer_low we have f0_slope_mean_medium,0.0,0.3995715050883771,0.26083089126071973
For almost_all patients (all states) with localshimmer_low we have f0_slope_mean_low,0.0,0.5998928762720943,0.4803142830321477
For majority patients (all states) with localshimmer_low we have f0_slope_mean_low,0.09890914059786293,0.5998928762720943,0.4803142830321477
For half patients (all states) with localshimmer_low we have f0_slope_mean_low,1.0,0.5998928762720943,0.4803142830321477
For minority patients (all states) with localshimmer_low we have f0_slope_mean_low,0.0,0.5998928762720943,0.4803142830321477
For almost_no patients (all states) with localshimmer_low we have f0_slope_mean_low,0.0,0.5998928762720943,0.4803142830321477
For almost_all patients (all states) with localshimmer_low we have localjitter_high,0.0,0.5495447241564007,0.48648000156254456
For majority patients (all states) with localshimmer_low we have localjitter_high,0.0,0.5495447241564007,0.48648000156254456
For half patients (all states) with localshimmer_low we have localjitter_high,0.22025161071446359,0.5495447241564007,0.48648000156254456
For minority patients (all states) with localshimmer_low we have localjitter_high,0.5565408613094348,0.5495447241564007,0.48648000156254456
For almost_no patients (all states) with localshimmer_low we have localjitter_high,0.0,0.5495447241564007,0.48648000156254456
For almost_all patients (all states) with localshimmer_low we have localjittern_medium,0.0,0.4499196572040707,0.26061554716120483
For majority patients (all states) with localshimmer_low we have localjittern_medium,0.0,0.4499196572040707,0.26061554716120483
For half patients (all states) with localshimmer_low we have localjittern_medium,0.11276014495795433,0.4499196572040707,0.26061554716120483
For minority patients (all states) with localshimmer_low we have localjittern_medium,0.6102865941876895,0.4499196572040707,0.26061554716120483
For almost_no patients (all states) with localshimmer_low we have localjittern_medium,0.0,0.4499196572040707,0.26061554716120483
For almost_all patients (all states) with localshimmer_low we have localjitter_low,0.0,0.6550615961435458,0.5124487611583981
For majority patients (all states) with localshimmer_low we have localjitter_low,0.7265441979794379,0.6550615961435458,0.5124487611583981
For half patients (all states) with localshimmer_low we have localjitter_low,0.2135782707077904,0.6550615961435458,0.5124487611583981
For minority patients (all states) with localshimmer_low we have localjitter_low,0.0,0.6550615961435458,0.5124487611583981
For almost_no patients (all states) with localshimmer_low we have localjitter_low,0.0,0.6550615961435458,0.5124487611583981
For almost_all patients (all states) with localshimmer_low we have localshimmer_high,0.0,0.5061596143545796,0.47658746501992105
For majority patients (all states) with localshimmer_low we have localshimmer_high,0.0,0.5061596143545796,0.47658746501992105
For half patients (all states) with localshimmer_low we have localshimmer_high,0.0,0.5061596143545796,0.47658746501992105
